indicator,indicator_label,area_code,area_name,area_level,pref_code,pref_name,time_code,time_name,year,cat_code,cat_name,unit,value,value_raw
labour,働く人の環境（就業・求人・給与）,09000,栃木県,pref,09,栃木県,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,926595.0,926595
labour,働く人の環境（就業・求人・給与）,10000,群馬県,pref,10,群馬県,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,872802.0,872802
labour,働く人の環境（就業・求人・給与）,10000,群馬県,pref,10,群馬県,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,920872.0,920872
labour,働く人の環境（就業・求人・給与）,10000,群馬県,pref,10,群馬県,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,960063.0,960063
labour,働く人の環境（就業・求人・給与）,10000,群馬県,pref,10,群馬県,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,1016221.0,1016221
labour,働く人の環境（就業・求人・給与）,10000,群馬県,pref,10,群馬県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,1050985.0,1050985
labour,働く人の環境（就業・求人・給与）,10000,群馬県,pref,10,群馬県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,1040250.0,1040250
labour,働く人の環境（就業・求人・給与）,10000,群馬県,pref,10,群馬県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,1015579.0,1015579
labour,働く人の環境（就業・求人・給与）,10000,群馬県,pref,10,群馬県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,965403.0,965403
labour,働く人の環境（就業・求人・給与）,10000,群馬県,pref,10,群馬県,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,966060.0,966060
labour,働く人の環境（就業・求人・給与）,10000,群馬県,pref,10,群馬県,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,949945.0,949945
labour,働く人の環境（就業・求人・給与）,11000,埼玉県,pref,11,埼玉県,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,2171591.0,2171591
labour,働く人の環境（就業・求人・給与）,11000,埼玉県,pref,11,埼玉県,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,2459243.0,2459243
labour,働く人の環境（就業・求人・給与）,11000,埼玉県,pref,11,埼玉県,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,2775212.0,2775212
labour,働く人の環境（就業・求人・給与）,11000,埼玉県,pref,11,埼玉県,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,3231551.0,3231551
labour,働く人の環境（就業・求人・給与）,11000,埼玉県,pref,11,埼玉県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,3512969.0,3512969
labour,働く人の環境（就業・求人・給与）,11000,埼玉県,pref,11,埼玉県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,3528376.0,3528376
labour,働く人の環境（就業・求人・給与）,11000,埼玉県,pref,11,埼玉県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,3509189.0,3509189
labour,働く人の環境（就業・求人・給与）,11000,埼玉県,pref,11,埼玉県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,3482305.0,3482305
labour,働く人の環境（就業・求人・給与）,11000,埼玉県,pref,11,埼玉県,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,3484648.0,3484648
labour,働く人の環境（就業・求人・給与）,11000,埼玉県,pref,11,埼玉県,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,3386880.0,3386880
labour,働く人の環境（就業・求人・給与）,12000,千葉県,pref,12,千葉県,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,1882392.0,1882392
labour,働く人の環境（就業・求人・給与）,12000,千葉県,pref,12,千葉県,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,2158483.0,2158483
labour,働く人の環境（就業・求人・給与）,12000,千葉県,pref,12,千葉県,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,2416727.0,2416727
labour,働く人の環境（就業・求人・給与）,12000,千葉県,pref,12,千葉県,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,2770633.0,2770633
labour,働く人の環境（就業・求人・給与）,12000,千葉県,pref,12,千葉県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,2991808.0,2991808
labour,働く人の環境（就業・求人・給与）,12000,千葉県,pref,12,千葉県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,2975685.0,2975685
labour,働く人の環境（就業・求人・給与）,12000,千葉県,pref,12,千葉県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,2948581.0,2948581
labour,働く人の環境（就業・求人・給与）,12000,千葉県,pref,12,千葉県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,2899396.0,2899396
labour,働く人の環境（就業・求人・給与）,12000,千葉県,pref,12,千葉県,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,2879944.0,2879944
labour,働く人の環境（就業・求人・給与）,12000,千葉県,pref,12,千葉県,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,2862135.0,2862135
labour,働く人の環境（就業・求人・給与）,13000,東京都,pref,13,東京都,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,5619964.0,5619964
labour,働く人の環境（就業・求人・給与）,13000,東京都,pref,13,東京都,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,5672052.0,5672052
labour,働く人の環境（就業・求人・給与）,13000,東京都,pref,13,東京都,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,6005485.0,6005485
labour,働く人の環境（就業・求人・給与）,13000,東京都,pref,13,東京都,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,6284061.0,6284061
labour,働く人の環境（就業・求人・給与）,13000,東京都,pref,13,東京都,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,6309698.0,6309698
labour,働く人の環境（就業・求人・給与）,13000,東京都,pref,13,東京都,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,6158377.0,6158377
labour,働く人の環境（就業・求人・給与）,13000,東京都,pref,13,東京都,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,5915533.0,5915533
labour,働く人の環境（就業・求人・給与）,13000,東京都,pref,13,東京都,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,6012536.0,6012536
labour,働く人の環境（就業・求人・給与）,13000,東京都,pref,13,東京都,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,5858959.0,5858959
labour,働く人の環境（就業・求人・給与）,13000,東京都,pref,13,東京都,2020100000,2020年度,2020,00001|F1102,観測値|F1102_就業者数,人,5962306.0,5962306
labour,働く人の環境（就業・求人・給与）,14000,神奈川県,pref,14,神奈川県,1975100000,1975年度,1975,00001|F1102,観測値|F1102_就業者数,人,2897375.0,2897375
labour,働く人の環境（就業・求人・給与）,14000,神奈川県,pref,14,神奈川県,1980100000,1980年度,1980,00001|F1102,観測値|F1102_就業者数,人,3142295.0,3142295
labour,働く人の環境（就業・求人・給与）,14000,神奈川県,pref,14,神奈川県,1985100000,1985年度,1985,00001|F1102,観測値|F1102_就業者数,人,3543595.0,3543595
labour,働く人の環境（就業・求人・給与）,14000,神奈川県,pref,14,神奈川県,1990100000,1990年度,1990,00001|F1102,観測値|F1102_就業者数,人,4033686.0,4033686
labour,働く人の環境（就業・求人・給与）,14000,神奈川県,pref,14,神奈川県,1995100000,1995年度,1995,00001|F1102,観測値|F1102_就業者数,人,4273200.0,4273200
labour,働く人の環境（就業・求人・給与）,14000,神奈川県,pref,14,神奈川県,2000100000,2000年度,2000,00001|F1102,観測値|F1102_就業者数,人,4245271.0,4245271
labour,働く人の環境（就業・求人・給与）,14000,神奈川県,pref,14,神奈川県,2005100000,2005年度,2005,00001|F1102,観測値|F1102_就業者数,人,4314535.0,4314535
labour,働く人の環境（就業・求人・給与）,14000,神奈川県,pref,14,神奈川県,2010100000,2010年度,2010,00001|F1102,観測値|F1102_就業者数,人,4146942.0,4146942
labour,働く人の環境（就業・求人・給与）,14000,神奈川県,pref,14,神奈川県,2015100000,2015年度,2015,00001|F1102,観測値|F1102_就業者数,人,4121817.0,4121817
